,home,score
0,Durham,155.37142857142857
1,Hampshire,161.79591836734693
3,Surrey,155.7906976744186
4,Worcestershire,168.05882352941177
5,Gloucestershire,154.63636363636363
6,Surrey,155.7906976744186
7,Yorkshire,158.0
9,Kent,157.525
10,Leicestershire,156.27027027027026
11,Nottinghamshire,165.47058823529412
12,Surrey,155.7906976744186
17,Sussex,157.33333333333334
18,Derbyshire,146.57142857142858
19,Gloucestershire,154.63636363636363
20,Lancashire,154.05769230769232
21,Middlesex,150.66666666666666
22,Leicestershire,156.27027027027026
23,Northamptonshire,163.0810810810811
24,Warwickshire,157.925
25,Yorkshire,158.0
30,Sussex,157.33333333333334
31,Derbyshire,146.57142857142858
32,Glamorgan,145.3548387096774
34,Middlesex,150.66666666666666
36,Gloucestershire,154.63636363636363
38,Lancashire,154.05769230769232
39,Leicestershire,156.27027027027026
41,Worcestershire,168.05882352941177
42,Yorkshire,158.0
43,Essex,167.3409090909091
44,Sussex,157.33333333333334
47,Surrey,155.7906976744186
55,Eastern Cape,116.0
56,Titans,155.475
57,Dolphins,157.17857142857142
61,Eagles,152.08333333333334
62,Titans,155.475
67,Kent,157.525
70,Nottinghamshire,165.47058823529412
71,Warwickshire,157.925
72,Worcestershire,168.05882352941177
73,Essex,167.3409090909091
75,Surrey,155.7906976744186
81,Nottinghamshire,165.47058823529412
90,Surrey,155.7906976744186
93,Middlesex,150.66666666666666
96,Hampshire,161.79591836734693
97,Kent,157.525
98,Leicestershire,156.27027027027026
99,Somerset,180.33333333333334
100,Glamorgan,145.3548387096774
101,Yorkshire,158.0
103,Durham,155.37142857142857
105,Hampshire,161.79591836734693
106,Lancashire,154.05769230769232
108,Somerset,180.33333333333334
111,Glamorgan,145.3548387096774
113,Leicestershire,156.27027027027026
114,Surrey,155.7906976744186
117,Leicestershire,156.27027027027026
118,Bloomfield Cricket and Athletic Club,124.16666666666667
119,Burgher Recreation Club,132.4
120,Chilaw Marians Cricket Club,155.75
121,Colombo Cricket Club,161.75
122,Colts Cricket Club,157.55555555555554
123,Kurunegala Youth Cricket Club,148.0
124,Moors Sports Club,144.85714285714286
125,Nondescripts Cricket Club,159.55555555555554
126,Bloomfield Cricket and Athletic Club,124.16666666666667
127,Colts Cricket Club,157.55555555555554
128,Chilaw Marians Cricket Club,155.75
129,Burgher Recreation Club,132.4
132,Chilaw Marians Cricket Club,155.75
134,Eagles,152.08333333333334
135,Lions,154.02702702702703
138,Titans,155.475
140,Eagles,152.08333333333334
141,Warriors,145.0857142857143
143,Titans,155.475
144,Warriors,145.0857142857143
146,Lions,154.02702702702703
149,Titans,155.475
150,Warriors,145.0857142857143
151,Titans,155.475
156,Faisalabad Wolves,149.58620689655172
158,Lahore Eagles,165.07692307692307
159,Lahore Lions,159.52631578947367
164,Faisalabad Wolves,149.58620689655172
165,Karachi Zebras,159.11111111111111
166,Lahore Eagles,165.07692307692307
169,Lahore Eagles,165.07692307692307
171,England,157.76470588235293
172,Derbyshire,146.57142857142858
175,Leicestershire,156.27027027027026
176,Northamptonshire,163.0810810810811
177,Worcestershire,168.05882352941177
179,Glamorgan,145.3548387096774
180,Sussex,157.33333333333334
182,Somerset,180.33333333333334
183,Derbyshire,146.57142857142858
184,Gloucestershire,154.63636363636363
186,Northamptonshire,163.0810810810811
187,Nottinghamshire,165.47058823529412
188,Essex,167.3409090909091
192,Essex,167.3409090909091
193,Gloucestershire,154.63636363636363
194,Leicestershire,156.27027027027026
196,Hampshire,161.79591836734693
197,Lancashire,154.05769230769232
198,Somerset,180.33333333333334
200,Durham,155.37142857142857
203,Surrey,155.7906976744186
204,Yorkshire,158.0
205,Lancashire,154.05769230769232
206,Middlesex,150.66666666666666
211,Warwickshire,157.925
215,Lancashire,154.05769230769232
216,Middlesex,150.66666666666666
218,Surrey,155.7906976744186
221,Sussex,157.33333333333334
224,Lancashire,154.05769230769232
228,Warwickshire,157.925
233,Essex,167.3409090909091
234,Glamorgan,145.3548387096774
235,Derbyshire,146.57142857142858
237,Kent,157.525
238,Leicestershire,156.27027027027026
240,Somerset,180.33333333333334
242,Warwickshire,157.925
243,Worcestershire,168.05882352941177
244,Lancashire,154.05769230769232
245,Leicestershire,156.27027027027026
247,Surrey,155.7906976744186
248,Lancashire,154.05769230769232
254,Chilaw Marians Cricket Club,155.75
255,Faisalabad Wolves,149.58620689655172
256,Leicestershire,156.27027027027026
258,Faisalabad Wolves,149.58620689655172
261,Bloomfield Cricket and Athletic Club,124.16666666666667
263,Chilaw Marians Cricket Club,155.75
265,Colombo Cricket Club,161.75
267,Sri Lanka Air Force Sports Club,143.0
268,Tamil Union Cricket and Athletic Club,155.625
273,Badureliya Sports Club,155.0
275,Police Sports Club,174.0
276,Ragama Cricket Club,150.625
279,Nondescripts Cricket Club,159.55555555555554
281,Bloomfield Cricket and Athletic Club,124.16666666666667
283,Chilaw Marians Cricket Club,155.75
285,Galle Cricket Club,109.0
289,Bloomfield Cricket and Athletic Club,124.16666666666667
290,Burgher Recreation Club,132.4
293,Galle Cricket Club,109.0
295,Sebastianites Cricket and Athletic Club,139.0
296,Sinhalese Sports Club,158.25
297,Colombo Cricket Club,161.75
299,Ragama Cricket Club,150.625
301,Sinhalese Sports Club,158.25
304,Australia,154.78787878787878
307,Victoria,167.41666666666666
308,New South Wales,137.5
312,Canterbury,161.9
317,Auckland,164.25714285714287
319,New Zealand,152.5
321,Cape Cobras,155.15384615384616
322,Lions,154.02702702702703
324,Titans,155.475
326,Titans,155.475
327,Cape Cobras,155.15384615384616
328,Eagles,152.08333333333334
329,Dolphins,157.17857142857142
330,Titans,155.475
338,Eagles,152.08333333333334
339,Eagles,152.08333333333334
340,South Africa,159.5185185185185
341,Abbottabad Rhinos,165.0
342,Hyderabad Hawks,160.28571428571428
343,Karachi Zebras,159.11111111111111
346,Lahore Lions,159.52631578947367
347,Abbottabad Rhinos,165.0
348,Faisalabad Wolves,149.58620689655172
349,Lahore Lions,159.52631578947367
352,Karachi Zebras,159.11111111111111
355,Lahore Eagles,165.07692307692307
356,Lahore Lions,159.52631578947367
360,Lahore Eagles,165.07692307692307
361,Lahore Lions,159.52631578947367
365,Faisalabad Wolves,149.58620689655172
367,Islamabad Leopards,135.33333333333334
369,Lahore Lions,159.52631578947367
371,Lahore Eagles,165.07692307692307
372,Peshawar Panthers,146.0
374,Faisalabad Wolves,149.58620689655172
375,Karachi Zebras,159.11111111111111
378,Faisalabad Wolves,149.58620689655172
381,Kent,157.525
382,Leicestershire,156.27027027027026
385,Somerset,180.33333333333334
386,Sussex,157.33333333333334
387,Yorkshire,158.0
388,Derbyshire,146.57142857142858
389,Glamorgan,145.3548387096774
390,Nottinghamshire,165.47058823529412
391,Surrey,155.7906976744186
393,Essex,167.3409090909091
394,Gloucestershire,154.63636363636363
395,Hampshire,161.79591836734693
398,Durham,155.37142857142857
400,Nottinghamshire,165.47058823529412
404,Essex,167.3409090909091
405,Glamorgan,145.3548387096774
406,Sussex,157.33333333333334
408,Kent,157.525
411,Hampshire,161.79591836734693
412,Lancashire,154.05769230769232
413,Northamptonshire,163.0810810810811
415,Gloucestershire,154.63636363636363
416,Kent,157.525
417,Nottinghamshire,165.47058823529412
419,Leicestershire,156.27027027027026
427,Essex,167.3409090909091
428,Gloucestershire,154.63636363636363
429,Hampshire,161.79591836734693
430,Leicestershire,156.27027027027026
431,Northamptonshire,163.0810810810811
432,Surrey,155.7906976744186
436,Essex,167.3409090909091
439,Lancashire,154.05769230769232
440,Worcestershire,168.05882352941177
441,Warwickshire,157.925
447,Middlesex,150.66666666666666
448,Nottinghamshire,165.47058823529412
449,Somerset,180.33333333333334
451,Yorkshire,158.0
454,Nottinghamshire,165.47058823529412
455,Leicestershire,156.27027027027026
456,Essex,167.3409090909091
458,Nottinghamshire,165.47058823529412
464,Nevis,104.0
465,St Vincent,96.0
467,Antigua,146.0
468,Guyana,139.57142857142858
471,Grenada,70.0
479,Guyana,139.57142857142858
481,Auckland,164.25714285714287
482,Northern Districts,159.875
490,Bangladesh,145.13333333333333
493,Karachi Zebras,159.11111111111111
498,Faisalabad Wolves,149.58620689655172
503,Lahore Lions,159.52631578947367
504,Lahore Lions,159.52631578947367
511,New Zealand,152.5
512,Australia,154.78787878787878
513,Western Australia,169.875
514,Queensland,170.14285714285714
516,Western Australia,169.875
518,Queensland,170.14285714285714
520,Tasmania,161.28571428571428
521,Victoria,167.41666666666666
522,South Australia,163.375
523,Victoria,167.41666666666666
525,Victoria,167.41666666666666
526,South Africa,159.5185185185185
527,Auckland,164.25714285714287
528,Central Districts,165.9090909090909
529,Otago,169.0
530,Northern Districts,159.875
532,Canterbury,161.9
533,Wellington,166.35294117647058
537,Wellington,166.35294117647058
540,Auckland,164.25714285714287
542,Auckland,164.25714285714287
543,Bloomfield Cricket and Athletic Club,124.16666666666667
544,Chilaw Marians Cricket Club,155.75
546,Tamil Union Cricket and Athletic Club,155.625
548,Moors Sports Club,144.85714285714286
549,Saracens Sports Club,142.5
550,Sri Lanka Army,128.5
552,Nondescripts Cricket Club,159.55555555555554
553,Saracens Sports Club,142.5
554,Tamil Union Cricket and Athletic Club,155.625
555,Bloomfield Cricket and Athletic Club,124.16666666666667
556,Chilaw Marians Cricket Club,155.75
557,Moors Sports Club,144.85714285714286
561,Sinhalese Sports Club,158.25
562,Tamil Union Cricket and Athletic Club,155.625
563,Burgher Recreation Club,132.4
565,Panadura Sports Club,133.66666666666666
566,Ragama Cricket Club,150.625
567,Ragama Cricket Club,150.625
569,Ragama Cricket Club,150.625
570,Eagles,152.08333333333334
571,Lions,154.02702702702703
573,Cape Cobras,155.15384615384616
574,Titans,155.475
577,Warriors,145.0857142857143
578,Lions,154.02702702702703
579,Cape Cobras,155.15384615384616
580,Dolphins,157.17857142857142
581,Lions,154.02702702702703
582,Eagles,152.08333333333334
583,Titans,155.475
584,Warriors,145.0857142857143
585,Cape Cobras,155.15384615384616
586,Lions,154.02702702702703
587,Lions,154.02702702702703
593,Gujarat,153.84615384615384
596,Karnataka,134.33333333333334
597,Madhya Pradesh,142.5909090909091
598,Orissa,140.66666666666666
599,Railways,140.92307692307693
602,Bengal,154.76
603,Delhi,145.93939393939394
606,Haryana,138.15
611,Rajasthan,152.45454545454547
612,Andhra,130.69230769230768
617,Madhya Pradesh,142.5909090909091
618,Mumbai,154.0
619,Orissa,140.66666666666666
620,Rajasthan,152.45454545454547
622,Baroda,148.71428571428572
623,Delhi,145.93939393939394
624,Goa,154.9
625,Haryana,138.15
626,Himachal Pradesh,138.23076923076923
630,Uttar Pradesh,151.14285714285714
632,Baroda,148.71428571428572
633,Bengal,154.76
635,Gujarat,153.84615384615384
637,Jharkhand,130.9
638,Karnataka,134.33333333333334
640,Madhya Pradesh,142.5909090909091
641,Punjab,131.8
642,Railways,140.92307692307693
644,Bengal,154.76
646,Haryana,138.15
648,Bengal,154.76
650,Gujarat,153.84615384615384
651,Haryana,138.15
652,Bengal,154.76
655,Tamil Nadu,172.0
657,Karnataka,134.33333333333334
659,Railways,140.92307692307693
660,Karnataka,134.33333333333334
662,Gujarat,153.84615384615384
667,Railways,140.92307692307693
670,England,157.76470588235293
671,Lancashire,154.05769230769232
673,Surrey,155.7906976744186
674,Warwickshire,157.925
675,Leicestershire,156.27027027027026
677,Essex,167.3409090909091
680,Nottinghamshire,165.47058823529412
681,Kent,157.525
682,Surrey,155.7906976744186
685,Warwickshire,157.925
686,Middlesex,150.66666666666666
689,Gloucestershire,154.63636363636363
692,Warwickshire,157.925
693,Glamorgan,145.3548387096774
694,Durham,155.37142857142857
696,Nottinghamshire,165.47058823529412
699,Lancashire,154.05769230769232
701,Essex,167.3409090909091
705,Nottinghamshire,165.47058823529412
706,Somerset,180.33333333333334
707,Worcestershire,168.05882352941177
713,Yorkshire,158.0
714,Hampshire,161.79591836734693
722,Middlesex,150.66666666666666
724,Sussex,157.33333333333334
726,Kent,157.525
728,Northamptonshire,163.0810810810811
729,Yorkshire,158.0
735,Gloucestershire,154.63636363636363
740,Sussex,157.33333333333334
742,Yorkshire,158.0
743,Gloucestershire,154.63636363636363
746,Sussex,157.33333333333334
747,Gloucestershire,154.63636363636363
748,Kent,157.525
750,Pakistan,153.42105263157896
754,Bangladesh,145.13333333333333
756,South Africa,159.5185185185185
758,Pakistan,153.42105263157896
760,Bangladesh,145.13333333333333
761,England,157.76470588235293
764,Australia,154.78787878787878
765,India,148.1818181818182
767,South Africa,159.5185185185185
769,Australia,154.78787878787878
770,South Africa,159.5185185185185
771,Pakistan,153.42105263157896
775,South Africa,159.5185185185185
777,Australia,154.78787878787878
782,India,148.1818181818182
783,India,148.1818181818182
784,South Africa,159.5185185185185
785,Australia,154.78787878787878
789,Tasmania,161.28571428571428
791,Western Australia,169.875
792,Tasmania,161.28571428571428
793,Victoria,167.41666666666666
794,Western Australia,169.875
795,New South Wales,137.5
797,Victoria,167.41666666666666
800,Queensland,170.14285714285714
803,South Africa,159.5185185185185
804,Australia,154.78787878787878
805,Northern Districts,159.875
807,Otago,169.0
808,Auckland,164.25714285714287
812,Wellington,166.35294117647058
813,Northern Districts,159.875
814,Wellington,166.35294117647058
815,Northern Districts,159.875
816,Canterbury,161.9
817,Central Districts,165.9090909090909
818,Auckland,164.25714285714287
820,Central Districts,165.9090909090909
826,Montserrat,70.0
831,Barbados,120.84615384615384
834,Antigua and Barbuda,153.0
837,Barbados,120.84615384615384
838,Jamaica,117.36363636363636
843,Easterns (Zimbabwe),144.25
844,Northerns (Zimbabwe),198.5
847,Centrals,117.0
849,Easterns (Zimbabwe),144.25
850,Northerns (Zimbabwe),198.5
853,Easterns (Zimbabwe),144.25
854,Pakistan,153.42105263157896
856,Cape Cobras,155.15384615384616
857,Eagles,152.08333333333334
858,Lions,154.02702702702703
860,Titans,155.475
863,Dolphins,157.17857142857142
868,Dolphins,157.17857142857142
869,Cape Cobras,155.15384615384616
870,Dolphins,157.17857142857142
871,Cape Cobras,155.15384615384616
874,Titans,155.475
876,Dolphins,157.17857142857142
882,Kandurata,141.66666666666666
883,Ruhuna,150.625
885,Basnahira North,126.0
889,Ruhuna,150.625
891,Basnahira South,139.75
899,Delhi Daredevils,155.0
900,Kolkata Knight Riders,146.57142857142858
902,Rajasthan Royals,156.4102564102564
904,Chennai Super Kings,167.34426229508196
906,Kings XI Punjab,169.25
907,Chennai Super Kings,167.34426229508196
909,Kings XI Punjab,169.25
913,Delhi Daredevils,155.0
914,Rajasthan Royals,156.4102564102564
917,Royal Challengers Bangalore,163.95744680851064
918,Kings XI Punjab,169.25
919,Mumbai Indians,166.9090909090909
920,Rajasthan Royals,156.4102564102564
923,Mumbai Indians,166.9090909090909
925,Kolkata Knight Riders,146.57142857142858
926,Rajasthan Royals,156.4102564102564
927,Chennai Super Kings,167.34426229508196
929,Rajasthan Royals,156.4102564102564
930,Kings XI Punjab,169.25
931,Kolkata Knight Riders,146.57142857142858
932,Mumbai Indians,166.9090909090909
933,Delhi Daredevils,155.0
934,Mumbai Indians,166.9090909090909
935,Rajasthan Royals,156.4102564102564
944,Kings XI Punjab,169.25
946,Delhi Daredevils,155.0
948,Kolkata Knight Riders,146.57142857142858
949,Rajasthan Royals,156.4102564102564
952,Kings XI Punjab,169.25
954,Chennai Super Kings,167.34426229508196
956,England,157.76470588235293
957,West Indies,135.42857142857142
961,Kent,157.525
962,Durham,155.37142857142857
965,Middlesex,150.66666666666666
967,Worcestershire,168.05882352941177
970,Northamptonshire,163.0810810810811
974,Glamorgan,145.3548387096774
976,Hampshire,161.79591836734693
977,Nottinghamshire,165.47058823529412
983,Lancashire,154.05769230769232
984,Surrey,155.7906976744186
985,Kent,157.525
987,Middlesex,150.66666666666666
989,Northamptonshire,163.0810810810811
990,Somerset,180.33333333333334
995,Yorkshire,158.0
997,Essex,167.3409090909091
999,Middlesex,150.66666666666666
1001,Nottinghamshire,165.47058823529412
1003,Kent,157.525
1005,Warwickshire,157.925
1007,Durham,155.37142857142857
1009,Essex,167.3409090909091
1010,Glamorgan,145.3548387096774
1012,Derbyshire,146.57142857142858
1015,Somerset,180.33333333333334
1016,Sussex,157.33333333333334
1017,Warwickshire,157.925
1019,Northamptonshire,163.0810810810811
1020,Kent,157.525
1021,Lancashire,154.05769230769232
1022,Hampshire,161.79591836734693
1023,Gloucestershire,154.63636363636363
1024,Leicestershire,156.27027027027026
1025,Middlesex,150.66666666666666
1026,Warwickshire,157.925
1027,Worcestershire,168.05882352941177
1028,Durham,155.37142857142857
1029,Essex,167.3409090909091
1032,Lancashire,154.05769230769232
1040,Essex,167.3409090909091
1042,Leicestershire,156.27027027027026
1049,Essex,167.3409090909091
1050,Middlesex,150.66666666666666
1052,Durham,155.37142857142857
1057,Ireland,128.28
1058,Canada,133.58333333333334
1061,Ireland,128.28
1062,Ireland,128.28
1063,Netherlands,141.07692307692307
1070,Lahore Lions,159.52631578947367
1073,Rawalpindi Rams,163.66666666666666
1074,Hyderabad Hawks,160.28571428571428
1075,Multan Tigers,132.125
1077,Lahore Eagles,165.07692307692307
1081,Islamabad Leopards,135.33333333333334
1082,Lahore Lions,159.52631578947367
1086,Sri Lanka,161.52941176470588
1089,Pakistan,153.42105263157896
1090,Pakistan,153.42105263157896
1094,Stanford Superstars,140.0
1095,England,157.76470588235293
1097,England,157.76470588235293
1098,Stanford Superstars,140.0
1099,Stanford Superstars,140.0
1100,South Africa,159.5185185185185
1102,New Zealand,152.5
1103,Australia,154.78787878787878
1104,Australia,154.78787878787878
1107,South Australia,163.375
1109,Tasmania,161.28571428571428
1110,Victoria,167.41666666666666
1112,Western Australia,169.875
1114,Victoria,167.41666666666666
1115,Queensland,170.14285714285714
1119,New South Wales,137.5
1121,New South Wales,137.5
1123,Australia,154.78787878787878
1124,Warriors,145.0857142857143
1125,Cape Cobras,155.15384615384616
1129,Eagles,152.08333333333334
1130,Dolphins,157.17857142857142
1132,Cape Cobras,155.15384615384616
1133,Warriors,145.0857142857143
1135,Titans,155.475
1136,Warriors,145.0857142857143
1137,Dolphins,157.17857142857142
1139,Eagles,152.08333333333334
1143,Warriors,145.0857142857143
1146,Cape Cobras,155.15384615384616
1147,New Zealand,152.5
1148,New Zealand,152.5
1149,Auckland,164.25714285714287
1150,Otago,169.0
1153,Canterbury,161.9
1157,Wellington,166.35294117647058
1161,Auckland,164.25714285714287
1162,Canterbury,161.9
1163,Otago,169.0
1164,Otago,169.0
1174,West Indies,135.42857142857142
1175,New Zealand A,227.0
1176,South Africa,159.5185185185185
1177,South Africa,159.5185185185185
1178,Ruhuna,150.625
1181,Basnahira South,139.75
1182,Wayamba,131.75
1183,Ruhuna,150.625
1184,Kandurata,141.66666666666666
1185,Wayamba,131.75
1186,Basnahira South,139.75
1188,Basnahira South,139.75
1190,Basnahira North,126.0
1191,Basnahira South,139.75
1193,Basnahira South,139.75
1197,Centrals,117.0
1201,Centrals,117.0
1204,Easterns (Zimbabwe),144.25
1212,Royal Challengers Bangalore,163.95744680851064
1213,Delhi Daredevils,155.0
1214,Deccan Chargers,153.92307692307693
1222,Deccan Chargers,153.92307692307693
1225,Kings XI Punjab,169.25
1229,Royal Challengers Bangalore,163.95744680851064
1230,Kings XI Punjab,169.25
1232,Chennai Super Kings,167.34426229508196
1234,Royal Challengers Bangalore,163.95744680851064
1236,Chennai Super Kings,167.34426229508196
1237,Kings XI Punjab,169.25
1238,Royal Challengers Bangalore,163.95744680851064
1239,Chennai Super Kings,167.34426229508196
1241,Delhi Daredevils,155.0
1242,Deccan Chargers,153.92307692307693
1244,Chennai Super Kings,167.34426229508196
1245,Delhi Daredevils,155.0
1247,Chennai Super Kings,167.34426229508196
1249,Delhi Daredevils,155.0
1250,Deccan Chargers,153.92307692307693
1251,Royal Challengers Bangalore,163.95744680851064
1254,Royal Challengers Bangalore,163.95744680851064
1257,Chennai Super Kings,167.34426229508196
1258,Deccan Chargers,153.92307692307693
1260,Delhi Daredevils,155.0
1262,Royal Challengers Bangalore,163.95744680851064
1263,Kolkata Knight Riders,146.57142857142858
1264,Chennai Super Kings,167.34426229508196
1265,Delhi Daredevils,155.0
1266,Royal Challengers Bangalore,163.95744680851064
1268,Royal Challengers Bangalore,163.95744680851064
1270,Faisalabad Wolves,149.58620689655172
1272,Lahore Eagles,165.07692307692307
1273,Lahore Lions,159.52631578947367
1274,Islamabad Leopards,135.33333333333334
1276,Hyderabad Hawks,160.28571428571428
1277,Faisalabad Wolves,149.58620689655172
1279,Lahore Lions,159.52631578947367
1281,Lahore Eagles,165.07692307692307
1283,Lahore Lions,159.52631578947367
1289,New Zealand,152.5
1293,England,157.76470588235293
1298,Sri Lanka,161.52941176470588
1299,India,148.1818181818182
1304,South Africa,159.5185185185185
1307,England,157.76470588235293
1312,Pakistan,153.42105263157896
1313,Sri Lanka,161.52941176470588
1314,Pakistan,153.42105263157896
1316,Australia A,174.0
1317,West Indies,135.42857142857142
1319,Hampshire,161.79591836734693
1320,Northamptonshire,163.0810810810811
1322,Yorkshire,158.0
1325,Worcestershire,168.05882352941177
1327,Lancashire,154.05769230769232
1330,Somerset,180.33333333333334
1331,Surrey,155.7906976744186
1333,Glamorgan,145.3548387096774
1334,Lancashire,154.05769230769232
1337,Kent,157.525
1338,Northamptonshire,163.0810810810811
1340,Warwickshire,157.925
1344,Essex,167.3409090909091
1345,Sussex,157.33333333333334
1349,Durham,155.37142857142857
1350,Hampshire,161.79591836734693
1352,Kent,157.525
1354,Somerset,180.33333333333334
1356,Essex,167.3409090909091
1357,Sussex,157.33333333333334
1358,Lancashire,154.05769230769232
1360,Yorkshire,158.0
1362,Leicestershire,156.27027027027026
1363,Worcestershire,168.05882352941177
1366,Lancashire,154.05769230769232
1368,Warwickshire,157.925
1369,Yorkshire,158.0
1371,Hampshire,161.79591836734693
1372,Sussex,157.33333333333334
1374,Kent,157.525
1376,Nottinghamshire,165.47058823529412
1377,Essex,167.3409090909091
1378,Sussex,157.33333333333334
1380,Somerset,180.33333333333334
1381,Warwickshire,157.925
1383,Hampshire,161.79591836734693
1384,Nottinghamshire,165.47058823529412
1386,Worcestershire,168.05882352941177
1387,Durham,155.37142857142857
1391,Leicestershire,156.27027027027026
1392,Middlesex,150.66666666666666
1393,Nottinghamshire,165.47058823529412
1401,Kent,157.525
1404,Northamptonshire,163.0810810810811
1406,Warwickshire,157.925
1409,Kent,157.525
1410,Sussex,157.33333333333334
1412,Northamptonshire,163.0810810810811
